欣赏频道,#genre#
CCTV-13频陆,p3p://108.181.32.169:43205/64260e45000ccab2ee01428e6da4043d
CCTV-14频陆,p3p://108.181.32.169:43205/64260e4f0007169bee0168271778447e
CCTV-15频陆,p3p://108.181.32.169:43205/64260e5a000a63ffee0193f872fa5767
CCTV-16频陆,p3p://108.181.32.169:43205/642610a2000b33ebee0a7d6c26c160b2
北京卫视频陆,p3p://108.181.32.169:43205/64260fe100097b88ee078b124b8f3f9d
东方卫视频陆,p3p://108.181.32.169:43205/64260ef600069de1ee03f45f41e9710e
浙江卫视频陆,p3p://108.181.32.169:43205/64260fec0004b10aee07b4d0681c628b
江苏卫视频陆,p3p://108.181.32.169:43205/64260e700008a9f5ee01e97667ca7d36
江苏备视频陆,p3p://108.181.32.169:43205/64260e7d000134abee021a56268d6ac1
湖南卫视频陆,p3p://108.181.32.169:43205/64260ee40007c511ee03ae5a4aed536d
广东卫视频陆,p3p://108.181.32.169:43205/64260f9d0003bfdeee067ffb753744c8
深圳卫视频陆,p3p://108.181.32.169:43205/64261082000a8e12ee0a00412f96293c
安徽卫视频陆,p3p://108.181.32.169:43205/64260fd5000d5883ee075d2f7d6a48e2
山东卫视频陆,p3p://108.181.32.169:43205/64260f89000475c3ee06320a031a7286
河南卫视频陆,p3p://108.181.32.169:43205/64260fb100056a93ee06ce871c2e5071
海南卫视频陆,p3p://108.181.32.169:43205/64260fc10002a54fee070c525d0d5e83
东南卫视频陆,p3p://108.181.32.169:43205/64260fcb00035aa0ee0733907e64579c
江西卫视频陆,p3p://108.181.32.169:43205/64260f920000727aee06542a02064fce
陕西卫视频陆,p3p://108.181.32.169:43205/642610c3000df7f5ee0aff0975881941
湖北卫视频陆,p3p://108.181.32.169:43205/64260ed500091677ee0374195121319b
重庆卫视频陆,p3p://108.181.32.169:43205/642610b9000df973ee0ad7f9779b6483
黑龙江视频陆,p3p://108.181.32.169:43205/64260fa7000c1330ee06a92c52724886
大湾区视频陆,p3p://108.181.32.169:43205/64261096000de036ee0a4f3b523d603e
特区频陆,#genre#
凤凰中文频陆,p3p://108.181.32.169:43205/6410229e000655dd98612e41401e3e7d
凤凰中文频陆,p3p://108.181.32.169:43205/641fd7b400080236d5bc536f5d82159c
凤凰资讯频陆,p3p://108.181.32.169:43205/641022be000e5cc69861ad4f5a025336
凤凰香港频陆,p3p://108.181.32.169:43205/641022da0005d3069862188000a64525
有线新闻频陆,p3p://108.181.32.169:43205/6533f8d200067abd2d0ae8f534c10d88
无线新闻频陆,p2p://142.54.189.230:2215/64df13d8000a1ec304abae6b03b97a73.ts
now新闻频陆,p3p://108.181.32.169:43205/6410254c0006df63986ba60f292a7500
Plus无线频陆,p3p://108.181.32.169:43205/641021800006a527985cd1244315142d
mytv翡翠频陆,p3p://108.181.32.169:43205/6533f6f8000f2ebd2d03af9d53e46544
无线翡翠频陆,p3p://108.181.32.169:43205/6533f5c20003762b2cfef1ac322c6404
无线明珠频陆,p3p://108.181.32.169:43205/6533f84d00047c732d08e0ea71ab4e92
无线星河粤陆,p3p://108.181.32.169:43205/641021c50003c5af985dddf037af353c
无线星河国陆,p3p://108.181.32.169:43205/641021e900026b0f985e6a374d7d56bb
无线功夫频陆,p3p://108.181.32.169:43205/6411291b0004b01b9c62861646d00929
无线娱乐频陆,p3p://108.181.32.169:43205/64102219000c6f74985f28485a5a5799
无线经典频陆,p3p://108.181.32.169:43205/6410219e0000704b985d44bd2a501d47
无线综合频陆,p3p://108.181.32.169:43205/64206c63000c3a90d801201c5fe2483a
无线粤片频陆,p3p://108.181.32.169:43205/643361c7000d4bee220f05703b541d41
无线华剧频陆,p3p://108.181.32.169:43205/643361e10003610a220f68773c0b4c78
无线戏曲频陆,p3p://108.181.32.169:43205/64336236000b18a12210b67722665e99
有线资讯频陆,p3p://108.181.32.169:43205/6427e50e0008e093f53042b347a45e2f
有线综讯频陆,p3p://108.181.32.169:43205/641022340009a273985f91092cb6113d
有线赛讯频陆,p3p://108.181.32.169:43205/6533f044000117a52ce97ce95ac54bb3
有线赛马频陆,p3p://108.181.32.169:43205/6533f34d0002237a2cf5584a11195950
now财经频陆,p3p://108.181.32.169:43205/641020d00004bf91985a212731011c3c
now爆谷频陆,p3p://108.181.32.169:43205/641af90c000328bac2b691f11db2274a
now星影频陆,p3p://108.181.32.169:43205/641af926000cc2b9c2b6f9f75c8d2b97
now英超粤陆,p3p://108.181.32.169:43205/64d74c1600083555223b68096e79387e
now体育英陆,p3p://108.181.32.169:43205/64b8f92b000089e02be334b114c32320
now体育频陆,p3p://108.181.32.169:43205/64100a6b000527e19802a6b80be147fa
now体育备陆,p3p://108.181.32.169:43205/6410211d00048968985b4de16d6e5b6a
VIUTV台粤陆,p3p://108.181.32.169:43205/641021400008eb86985bd7b90b510a5b
VIUTV台英陆,p3p://108.181.32.169:43205/6410215d000ad4ca985c497e192b3552
RTHK31频陆,p3p://108.181.32.169:43205/64101f330006ab429853d45f7940453b
RTHK32频陆,p3p://108.181.32.169:43205/641020b00001b8599859a360613572d7
澳门莲花频陆,p3p://108.181.32.169:43205/64100aec000c7bc59804a081537730cb
美亚电影粤陆,p3p://108.181.32.169:43205/6410224e00097a01985ff68e53d22e70
耀才财经频陆,p3p://108.181.32.169:43205/64102268000ecb1f98605d7b0a602bf4
CH288赛马陆,p3p://108.181.32.169:43205/6533f484000c2b3e2cfa19b55cab3b9b
CH289赛马陆,p3p://108.181.32.169:43205/6533f5040003559d2cfc0b7268db0ab8
now英超4k陆,p3p://108.181.32.169:43205/64d74cf7000556f0223ed6366e5f689a
now英超1e陆,p3p://108.181.32.169:43205/64d74cb1000cc276223dc6ac654a2299
now体育壹陆,p3p://108.181.32.169:43205/643361f20007b9a9220fabfc3001244e
now体育叁陆,p3p://108.181.32.169:43205/6433621d000d9c3522105573223958e1
now体育肆陆,p3p://108.181.32.169:43205/6437999f00025f983289265f38ef3722
now体育伍陆,p3p://108.181.32.169:43205/643799aa000e7bac3289547135e05a80
now体育陆陆,p3p://108.181.32.169:43205/643799bb00044f193289943e2e5f6ac1
now体育柒陆,p3p://108.181.32.169:43205/643799ca000a29a43289d0542d57262c
HBO-HD频陆,p3p://108.181.32.169:43205/64137f0b0006a17fa58238155813216c
hbo家庭频陆,p3p://108.181.32.169:43205/64137f3c000d4a86a582f93235111bc5
hbo原创频陆,p3p://108.181.32.169:43205/64137f700008f329a583c3344ddf5dfc
hbo强档频陆,p3p://108.181.32.169:43205/64137f970005246ea5845a9326ce6233
爱奇iqIyI频陆,p3p://108.181.32.169:43205/649672870005e0a5a5062d0e1384610b
Discovery_陆,p3p://108.181.32.169:43205/641383f300048101a59561c464b07293
KixHD频道陆,p3p://108.181.32.169:43205/6413854d000785b1a59aaa2924fa1aa7
闽南频陆,#genre#
中天新闻频道,http://litv.zapi.us.kg/?id=4gtv-4gtv009
中天新闻频道,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻频加,http://cdn.iptv8k.top/dl/jspd.php?id=23
中天新闻频陆,p2p://142.54.189.230:2215/64de52a70006e20d01b906297b7d0f95.ts
东森新闻频陆,p3p://108.181.32.169:43205/64251f9700046520ea5ce8b85b6c11da
tvbs新闻频陆,p3p://108.181.32.169:43205/64252188000673fcea647eb0397d464d
寰宇新闻频陆,p3p://108.181.32.169:43205/64295eb60008744efaf37ae07d17520b
非凡新闻频陆,p3p://108.181.32.169:43205/64258e8600060f7eec0e3ebd6c49020e
三立新闻频陆,p3p://108.181.32.169:43205/64251e23000bcd04ea573d7c0f0a002e
年代新闻频陆,p3p://108.181.32.169:43205/645b2569000acf2fbd624de55e212fb2
闽南壹新闻陆,p3p://108.181.32.169:43205/642521bd0005dfe9ea654d921969472d
民视新闻频陆,p3p://108.181.32.169:43205/64c859e10007934267f487ac0fa618e0
中视新闻频陆,p3p://108.181.32.169:43205/642d016e000643ab0926e0907da252ca
公视闽南频陆,p3p://108.181.32.169:43205/64251df1000b5a9cea567a0e255d4664
台视闽南频陆,p3p://108.181.32.169:43205/64251e0800060844ea56d28a6fad038f
台视财经频陆,p3p://108.181.32.169:43205/6448a761000bec1a75267316701e7a90
华视综合频陆,p3p://108.181.32.169:43205/642520cd000995d4ea61a5050eb67a8d
中视青采频陆,p3p://108.181.32.169:43205/642525590004d7f3ea7366ae4aeb3d9d
中天娱乐频陆,p3p://108.181.32.169:43205/642525670005ee2bea739da573c134b4
中天亚洲频陆,p3p://108.181.32.169:43205/64254f7e000dfed1eb1809855c5735ce
中天综合频陆,p3p://108.181.32.169:43205/642d0188000d7c49092747f97ffc7c72
东森财经频陆,p3p://108.181.32.169:43205/64251ff20001f010ea5e4b9002e57212
东森幼幼频陆,p3p://108.181.32.169:43205/6430b41c0001f3831798d72948126428
东森综合频陆,p3p://108.181.32.169:43205/64253f6e0002d287ead9482831323a6d
东森戏剧频陆,p3p://108.181.32.169:43205/64251f7a000bc46eea5c79536d5e2a0e
东森电影频陆,p3p://108.181.32.169:43205/64253899000a078deabe99ff587050b0
东森洋片频陆,p3p://108.181.32.169:43205/64251f8a0008854aea5cb6fe64e47b4e
民视闽南频陆,p3p://108.181.32.169:43205/64251dd200003544ea55fe1c5eb00e42
民视闽南备陆,p3p://108.181.32.169:43205/6442f24f00097e845edb5e492842265c
民视第一频陆,p3p://108.181.32.169:43205/642520e900023cc4ea621083588c7092
民视影剧频陆,p3p://108.181.32.169:43205/6425257c000bd861ea73f1315c0e6e14
民视综艺频陆,p3p://108.181.32.169:43205/642d012300040bf70925bb06321b0b87
tvbs精彩频陆,p3p://108.181.32.169:43205/642521570001b275ea63be1073931dd1
tvbs精彩备陆,p3p://108.181.32.169:43205/642521a2000c7beaea64e5cc482f669a
tvbs欢乐频陆,p3p://108.181.32.169:43205/642521950001d9f2ea64b04b059b66dd
tvbs_HD频陆,p3p://108.181.32.169:43205/64252174000b39b9ea6431c97b481680
三立台湾频陆,p3p://108.181.32.169:43205/64251e5e0003388bea5821c268061bfb
三立戏剧频陆,p3p://108.181.32.169:43205/64251e39000ed5bbea579433569b6381
三立综合频陆,p3p://108.181.32.169:43205/64251e49000e34e7ea57d28a25014df2
三立都会频陆,p3p://108.181.32.169:43205/64251e7300064780ea587492773a63cc
纬来电影频陆,p3p://108.181.32.169:43205/64251eae0001bef7ea5959e100ae671e
纬来体育频陆,p3p://108.181.32.169:43205/64251ee9000a4e00ea5a428b26ea4156
纬来日本频陆,p3p://108.181.32.169:43205/64251ef6000315a6ea5a737a6efc404a
纬来精彩频陆,p3p://108.181.32.169:43205/64251f020003818bea5aa2750fef31c6
纬来综合频陆,p3p://108.181.32.169:43205/64251f0d000c0b8fea5acf9d13b83665
八大娱乐频陆,p3p://108.181.32.169:43205/642520730002bc15ea6043b344e032a5
八大第一频陆,p3p://108.181.32.169:43205/6425207f00050f7aea60732c51b94fad
八大综合频陆,p3p://108.181.32.169:43205/642520b0000c3261ea61346800d61673
八大戏剧频陆,p3p://108.181.32.169:43205/642520c1000929efea61760938521b57
八大精彩频陆,p3p://108.181.32.169:43205/65435f63000ba94069331ccd6399041b
大爱第一频陆,p3p://108.181.32.169:43205/6425225a0002859cea67b1ff6aaf6db6
大爱第二频陆,p3p://108.181.32.169:43205/64252264000022beea67d87308e9122e
靖洋戏剧频陆,p3p://108.181.32.169:43205/642521b000094942ea651baa457674cb
人间卫视频陆,p3p://108.181.32.169:43205/6425224d00048156ea677fb9420534b4
MO_亲子频陆,p3p://108.181.32.169:43205/6425226f000463e1ea68048207b3285f
Eleven一频陆,p3p://108.181.32.169:43205/6425227b000100c6ea6832842d41783a
Eleven二频陆,p3p://108.181.32.169:43205/64252292000127feea688c6630d312e7
ELTA--综合陆,p3p://108.181.32.169:43205/642522cd000292e6ea69733b04032ded
ELTA体1频陆,p3p://108.181.32.169:43205/6425229e00024ab4ea68bb9154ab1928
ELTA体2频陆,p3p://108.181.32.169:43205/642522b0000a6c14ea6903f615622aab
ELTA体3频陆,p3p://108.181.32.169:43205/642522bd000ad1bbea6936d803e32fc0
ELTA体3备陆,p3p://108.181.32.169:43205/6433e3220006392724084f1711880c01
博斯魅力频陆,p3p://108.181.32.169:43205/642d395d0004e9950a015dce389f4c91
博斯网球频陆,p3p://108.181.32.169:43205/642d0029000bd7e70921ec71212f5735
博斯运动壹陆,p3p://108.181.32.169:43205/642d000d000525a509217d5a62e868e8
博斯运动贰陆,p3p://108.181.32.169:43205/642d0087000484c5092359c47ee4201a
博斯高球壹陆,p3p://108.181.32.169:43205/642d009f000f1f000923ba3b26b667e4
博斯高球贰陆,p3p://108.181.32.169:43205/642d00ae000e846a0923f4ac45c06f09
博斯无限频陆,p3p://108.181.32.169:43205/642d00bf00041ae7092434690ae526c7
国家地理频陆,p3p://108.181.32.169:43205/642523f2000e0f35ea6deeb16ff816c9
历史频道频陆,p3p://108.181.32.169:43205/642521e0000042a6ea65d4db3e9d23f9
EYE-旅游频陆,p3p://108.181.32.169:43205/642524030003a5b2ea6e2e6f6efc45a1
探索科学频陆,p3p://108.181.32.169:43205/6425241100084dfbea6e6650539d779f
亚洲旅游频陆,p3p://108.181.32.169:43205/642520f70001a86dea62470d303d34d3
美食星球频陆,p3p://108.181.32.169:43205/6425252400079076ea72985811e07306
CI罪案侦查陆,p3p://108.181.32.169:43205/642520d9000d93c9ea61d4ea78792b01
动物星球频陆,p3p://108.181.32.169:43205/6425241f00027d03ea6e9b836b853b0b
星卫娱乐频陆,p3p://108.181.32.169:43205/6425242d000d55adea6ed4fa37195f98
爱尔达影剧陆,p3p://108.181.32.169:43205/6425243c00046a2eea6f0d4964f8022d
金光布袋戏陆,p3p://108.181.32.169:43205/6425246600099458ea6fb2ab4398320b
Catc电影频陆,p3p://108.181.32.169:43205/64252479000b7f1aea6ffd6177e3015c
卫视中文频陆,p3p://108.181.32.169:43205/64252507000eefc4ea7228f32f390502
好莱坞电影陆,p3p://108.181.32.169:43205/6425244f0001184fea6f56a70aca63d2
卫视电影频陆,p3p://108.181.32.169:43205/642525150008a4ecea725e071929091e
星卫电影频陆,p3p://108.181.32.169:43205/642521030009ef43ea62780c438e2a38
美亚电影频陆,p3p://108.181.32.169:43205/642525310003ad3cea72ca2155c734c3
卫视hd电影陆,p3p://108.181.32.169:43205/6425253c0007ee60ea72f6307ae25fdd
JET_tv频道陆,p3p://108.181.32.169:43205/6425254d000d3abeea7339f47b5d4bf5
Smithsonia陆,p3p://108.181.32.169:43205/64252459000cfdb2ea6f80c37a14067d
HBO闽南频陆,p3p://108.181.32.169:43205/64137f0b0006a17fa58238155813216c
HBO家庭频陆,p3p://108.181.32.169:43205/64137f3c000d4a86a582f93235111bc5
HBO强档频陆,p3p://108.181.32.169:43205/64137f700008f329a583c3344ddf5dfc
HBO原创频陆,p3p://108.181.32.169:43205/64137f970005246ea5845a9326ce6233
thrill电影频陆,p3p://108.181.32.169:43205/644a0879000272f67a89b6687af342ae
靖天育乐频陆,p3p://108.181.32.169:43205/642d013d0001084409261fd04c0c3c04
龙翔电影频陆,p3p://108.181.32.169:43205/642d014b0009f96e092658cb4e1b23ff
BabyFirs频陆,p3p://108.181.32.169:43205/642d015f000070f00926a47a6a2e7d52
et综合频道陆,p3p://108.181.32.169:43205/642d017d0000a964092719b87e2e3acd
好消息壹频陆,p3p://108.181.32.169:43205/642d01960008dc0109277d7a4fc40fce
好消息贰频陆,p3p://108.181.32.169:43205/642d07140006a38a093cf11414d83398
CNN_my频陆,p3p://108.181.32.169:43205/641380c6000d7e73a588fc4e012b3240
CNBcmy频陆,p3p://108.181.32.169:43205/64138101000e328aa589e2f46ee85f3d
ABCAustra陆,p3p://108.181.32.169:43205/6413811b0006e5f7a58a46a6057a4674
Skynews频陆,p3p://108.181.32.169:43205/641381340003e883a58aa78a57c53479
Bloomberg陆,p3p://108.181.32.169:43205/6413814f000a6413a58b12ab52934c96
Francem频陆,p3p://108.181.32.169:43205/6413816700069158a58b6f7a03cd341c
Euronew频陆,p3p://108.181.32.169:43205/6413817b0003393aa58bbcbf158b6409
FOXNEw频陆,p3p://108.181.32.169:43205/6413818e000154fca58c067b60210765
BBCNew频陆,p3p://108.181.32.169:43205/641384e7000133cda5991a1b33cb3ea0
DWHD频道陆,p3p://108.181.32.169:43205/641384f6000cbd09a59957a77daa41a1
闽南特服,#genre#
中天新闻频道,http://103.193.151.158:8500/live.m3u8?c=1
中天新闻频道,http://103.193.151.158:8500/live.m3u8?c=3
中天新闻频加,http://103.193.151.158:8500/live.m3u8?c=2
三立新闻频道,http://103.193.151.158:8500/live.m3u8?c=16
三立新闻频道,http://103.193.151.158:8500/live.m3u8?c=31
三立新闻频加,http://103.193.151.158:8500/live.m3u8?c=17
三立新闻频加,http://103.193.151.158:8500/live.m3u8?c=32
tvbs新闻频道,http://103.193.151.158:8500/live.m3u8?c=5
闽镜新闻频道,http://103.193.151.158:8500/live.m3u8?c=12
民视新闻频道,http://103.193.151.158:8500/live.m3u8?c=4
中视新闻频道,http://103.193.151.158:8500/live.m3u8?c=10
华视新闻频道,http://103.193.151.158:8500/live.m3u8?c=7
台视新闻频道,http://103.193.151.158:8500/live.m3u8?c=8
台视新闻频道,http://103.193.151.158:8500/live.m3u8?c=9
公视新闻频道,http://103.193.151.158:8500/live.m3u8?c=11
公视新闻频道,http://103.193.151.158:8500/live.m3u8?c=19
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
东森财经频道,http://103.193.151.158:8500/live.m3u8?c=6
环球电视频道,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
GBN新闻频英,http://103.193.151.158:8500/live.m3u8?c=18
NHK新闻频英,http://61.221.215.25:8800/hls/51/index.m3u8
tvbs闽南频道,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频道,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧频道,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一频道,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合频道,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐频道,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频道,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频国,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN体育贰,rtmp://f13h.mine.nu/sat/tv741
amc电影频英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索频英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合频英,http://61.221.215.25:8800/hls/1/index.m3u8
momotv频道,rtmp://f13h.mine.nu/sat/tv761
童年频道,#genre#
龙珠全集解壹,http://159.75.85.63:35455/huya/10279885
龙珠全集解壹,http://cfss.cc/cdn/hy/10279885.m3u8
龙珠全集解贰,http://159.75.85.63:35455/huya/19757963
龙珠全集解贰,http://cfss.cc/cdn/hy/19757963.m3u8
龙珠全集剧叁,http://159.75.85.63:35455/huya/11601966
龙珠全集剧叁,http://cfss.cc/cdn/hy/11601966.m3u8
龙珠全集剧肆,http://159.75.85.63:35455/huya/16755322
龙珠全集剧肆,http://cfss.cc/cdn/hy/16755322.m3u8
斌哥解说漫壹,http://159.75.85.63:35455/huya/18632116
斌哥解说漫壹,http://cfss.cc/cdn/hy/18632116.m3u8
斌哥解说漫贰,http://159.75.85.63:35455/huya/21059621
斌哥解说漫贰,http://cfss.cc/cdn/hy/21059621.m3u8
圣斗士集解壹,http://159.75.85.63:35455/huya/27817468
圣斗士集解壹,http://cfss.cc/cdn/hy/27817468.m3u8
圣斗士集解贰,http://159.75.85.63:35455/huya/11352904
圣斗士集解贰,http://cfss.cc/cdn/hy/11352904.m3u8
圣斗士集解叁,http://cfss.cc/cdn/dyu/10349501.m3u8
足球小将剧集,http://cfss.cc/cdn/dyu/997925.m3u8
足球小将轮播,http://cfss.cc/cdn/dyu/11870067.m3u8
足球小将解说,http://159.75.85.63:35455/huya/25725150
足球小将解说,http://cfss.cc/cdn/hy/25725150.m3u8
灌篮高手剧集,https://sxtv.cloudns.org/yy/1356243352
头文字D解说,http://cfss.cc/cdn/dyu/9837291.m3u8
头文字D剧集,http://159.75.85.63:35455/huya/11352889
头文字D剧集,http://cfss.cc/cdn/hy/11352889.m3u8
一人之上漫剧,http://159.75.85.63:35455/huya/11602065
一人之上漫剧,http://cfss.cc/cdn/hy/11602065.m3u8
叮当全集解说,http://cfss.cc/cdn/dyu/9445279.m3u8
叮当全集剧集,http://159.75.85.63:35455/huya/11601963
叮当全集剧集,http://cfss.cc/cdn/hy/11601963.m3u8
料理小当家集,http://cfss.cc/cdn/dyu/8231658.m3u8
柯南剧场版集,http://cfss.cc/cdn/dyu/6484910.m3u8
四驱兄弟剧集,http://159.75.85.63:35455/huya/11352922
四驱兄弟剧集,http://cfss.cc/cdn/hy/11352922.m3u8
樱桃小丸子剧,http://159.75.85.63:35455/huya/11342394
樱桃小丸子剧,http://cfss.cc/cdn/hy/11342394.m3u8
猫和老鼠剧集,http://159.75.85.63:35455/huya/11352879
猫和老鼠剧集,http://cfss.cc/cdn/hy/11352879.m3u8
蜡笔小新剧集,http://159.75.85.63:35455/huya/11352970
蜡笔小新剧集,http://cfss.cc/cdn/hy/11352970.m3u8
Q版三国剧集,http://159.75.85.63:35455/huya/29465871
Q版三国剧集,http://cfss.cc/cdn/hy/29465871.m3u8
粤语配音电影,https://sxtv.cloudns.org/yy/1356262523
粤语动画电影,http://cfss.cc/cdn/dyu/6462389.m3u8
粤语港剧轮播,http://cfss.cc/cdn/dyu/6478650.m3u8
粤语港剧回忆,http://cfss.cc/cdn/dyu/742565.m3u8
粤语轮播剧集,http://cfss.cc/cdn/dyu/10567318.m3u8
广东频道,#genre#
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
佛山综合频道,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视频道,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共频道,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海频道,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德频道,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明频道,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水频道,http://php.jdshipin.com:8880/fstv.php?id=fsss
南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视频道,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
梅州生活频道,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv1.flv
梅州客家频道,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2.flv
汕头综合频道,http://211.97.63.3:801/hls/81/index.m3u8
汕头经济频道,http://211.97.63.3:801/hls/82/index.m3u8
汕头体育频道,http://211.97.63.3:801/hls/80/index.m3u8
河源综合频道,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
云浮综合频道,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅频道,https://livestream.oeeee.com/slive/17807.m3u8
篮球赛事,#genre#
㋉㏡🏀📡,http://rihou.cc:555/mp4?id=lndjll.mp4
🏀暂无🆚直播🏀,http://rihou.cc:555/mp4?id=lndjj.mp4
大地恩情,#genre#
⬇️80大地恩情⬇️,https://pan.95boke.com/view.php/a2edaf1d6c0d503f8f7b0b21a3aad670.mp4
家在珠江粤01,https://vip.ffzy-play.com/20221209/31605_0706f9df/index.m3u8
家在珠江粤02,https://vip.ffzy-play.com/20221209/31606_96fabe4f/index.m3u8
家在珠江粤03,https://vip.ffzy-play.com/20221209/31607_cbe413e6/index.m3u8
家在珠江粤04,https://vip.ffzy-play.com/20221209/31608_32c89ec4/index.m3u8
家在珠江粤05,https://vip.ffzy-play.com/20221209/31609_387a6eea/index.m3u8
家在珠江粤06,https://vip.ffzy-play.com/20221209/31610_b4501fc6/index.m3u8
家在珠江粤07,https://vip.ffzy-play.com/20221209/31611_f1a7dcd8/index.m3u8
家在珠江粤08,https://vip.ffzy-play.com/20221209/31612_29140186/index.m3u8
家在珠江粤09,https://vip.ffzy-play.com/20221209/31613_7f0aa3dd/index.m3u8
家在珠江粤10,https://vip.ffzy-play.com/20221209/31614_5bc895aa/index.m3u8
家在珠江粤11,https://vip.ffzy-play.com/20221209/31615_da4f9199/index.m3u8
家在珠江粤12,https://vip.ffzy-play.com/20221209/31616_95970eb3/index.m3u8
家在珠江粤13,https://vip.ffzy-play.com/20221209/31617_ba21dfb7/index.m3u8
家在珠江粤14,https://vip.ffzy-play.com/20221209/31618_13e20d6f/index.m3u8
家在珠江粤15,https://vip.ffzy-play.com/20221209/31619_ae941c27/index.m3u8
家在珠江粤16,https://vip.ffzy-play.com/20221209/31620_9f9b0368/index.m3u8
家在珠江粤17,https://vip.ffzy-play.com/20221209/31621_6af667b7/index.m3u8
家在珠江粤18,https://vip.ffzy-play.com/20221209/31622_439627e3/index.m3u8
家在珠江粤19,https://vip.ffzy-play.com/20221209/31623_9a2973d8/index.m3u8
家在珠江粤20,https://vip.ffzy-play.com/20221209/31624_a05fa525/index.m3u8
家在珠江粤21,https://vip.ffzy-play.com/20221209/31625_f39f2f1f/index.m3u8
家在珠江粤22,https://vip.ffzy-play.com/20221209/31626_9ec65d5c/index.m3u8
家在珠江粤23,https://vip.ffzy-play.com/20221209/31627_2c501641/index.m3u8
家在珠江粤24,https://vip.ffzy-play.com/20221209/31628_e12df1d5/index.m3u8
家在珠江粤25,https://vip.ffzy-play.com/20221209/31629_7f35a86f/index.m3u8
家在珠江粤26,https://vip.ffzy-play.com/20221209/31630_5c116e83/index.m3u8
家在珠江粤27,https://vip.ffzy-play.com/20221209/31631_25ccf1d1/index.m3u8
家在珠江粤28,https://vip.ffzy-play.com/20221209/31632_96caf1db/index.m3u8
家在珠江粤29,https://vip.ffzy-play.com/20221209/31633_b19c007f/index.m3u8
家在珠江粤30,https://vip.ffzy-play.com/20221209/31634_508a80bc/index.m3u8
家在珠江粤31,https://vip.ffzy-play.com/20221209/31635_d6b073f7/index.m3u8
家在珠江粤32,https://vip.ffzy-play.com/20221209/31636_f00ae8e2/index.m3u8
家在珠江粤33,https://vip.ffzy-play.com/20221209/31637_257712a1/index.m3u8
家在珠江粤34,https://vip.ffzy-play.com/20221209/31638_6d206989/index.m3u8
家在珠江粤35,https://vip.ffzy-play.com/20221209/31639_f6d5a27f/index.m3u8
家在珠江粤36,https://vip.ffzy-play.com/20221209/31640_121302e2/index.m3u8
金山梦粤语37,https://vip.ffzy-play.com/20221209/31641_efea54e5/index.m3u8
金山梦粤语38,https://vip.ffzy-play.com/20221209/31642_5e7e0b3f/index.m3u8
金山梦粤语39,https://vip.ffzy-play.com/20221209/31643_4a33b3ee/index.m3u8
金山梦粤语40,https://vip.ffzy-play.com/20221209/31644_e8c1305b/index.m3u8
金山梦粤语41,https://vip.ffzy-play.com/20221209/31645_9a7b693f/index.m3u8
金山梦粤语42,https://vip.ffzy-play.com/20221209/31646_f3238a5f/index.m3u8
